16.26,-63.69,1.19
16.28,-50.07,0.88
16.29,75.75,0.88
16.30,-28.61,0.92
16.31,-4.69,1.42
16.33,46.31,1.18
16.33,-50.16,1.15
16.34,-78.70,0.95
16.34,-24.17,0.99
16.35,-25.59,1.56
16.37,19.15,1.23
16.37,1.03,0.92
16.37,30.89,0.91
16.40,61.51,1.63
16.40,-20.04,1.01
16.42,14.03,0.98
16.43,-23.45,0.98
16.45,-18.46,1.08
16.45,-47.55,1.01
16.46,-8.37,0.97
16.47,68.77,0.89
16.47,-70.08,0.90
16.48,41.88,0.91
16.49,-26.43,2.60
16.50,-25.12,0.92
16.50,21.49,1.61
16.52,1.98,1.21
16.52,-16.61,1.06
16.52,-34.70,1.07
16.54,-21.47,1.01
16.54,11.49,0.91
